,text,sentiment,labels
1368,they were amazing and thank you!,positive,1
1369,“  beautiful shot.. thanks for sharing. using  to post? ;)” your welcome! not on this flight. it was a quickie;),positive,1
1370,"she helped me with my problem so easily and was so nice, you guys rock!",positive,1
1371,your customer service agent bonnie is amazing on the phone she deserves a promotion!!!,positive,1
1372,bos. everything current now. thanks for the follow up,positive,1
1373,thanks for the info. already doing it now before we board! looking forward to the future upgrades!,positive,1
1374,things happen it's ok just wish i was on the beach and not in the airport,positive,1
1375,i love  !  when will we be able to charge our devices on domestic  flights?! thanks!,positive,1
1376,touchdown jfk! well done pilots of jetblue flight 226!,positive,1
1377,"if i had my tux, it'd be a date!",positive,1
1378,thanks for the personalized customer service!,positive,1
1379,i knew there was a reason u were my favorite airline. just read you answer on twitter in globe this morning. great job,positive,1
1380,it's only because i'm wearing,positive,1
1381,"yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!",positive,1
1382,got it. thanks the quick reply.,positive,1
1383,had a great experience working with glenn coles at buffalo-niagara airport!! top notch employee,positive,1
1384,"well, the last update was in the right direction, at least! i'll keep my fingers crossed.",positive,1
1385,"thx, social media person!",positive,1
1386,always     & how can you not love,positive,1
1387,they miraculously fixed the plane  to shoe ever it was,positive,1
1388,😭😭😭😭 yall are really better then american airlines though.,positive,1
1389,what can i say other than when it comes to my  w/  ur my,positive,1
1390,great service from pbi to hpn! thanks.,positive,1
1391,"done, thank you!",positive,1
1392,"fll to mde, great flight, great customer service, thanks! 2 mths waiting    to speak to a human at customer service",positive,1
1393,okay thank you! i'll check with them again!,positive,1
1394,"“  good morning, sylvie! have a great flight!  &gt; thank you",positive,1
1395,they just came out. thanks for the follow-up. that's why you're the best!,positive,1
1396,thanks! see you soon!,positive,1
1397,thanks for getting us to nyc -jfk really safely. :-) but srsly? how long does it take to get our checked bags?,positive,1
1398,thanks for the response - when is the next flight after the 9:48 flight?,positive,1
1399,great flight on a brand new jet. great seating. beautiful plane. big fan of this airline.,positive,1
1400,thank you! i know the weather in  isn't great. everyone's tired,positive,1
1401,thank you thank you!  i finally set up the jetblue app!  yay!,positive,1
1402,thanks for taking me back home today despite pandora's best efforts to cancelled flight the flight.,positive,1
1403,your airline sounds outstanding and your twitter feed is clearly extremely useful. keep up the great work 😊,positive,1
1404,is amazing. had a short delay. they gave me $150 credit! it was literally pretty much my fault i missed the flight.,positive,1
1405,thank you 😊 standing in line now!,positive,1
1406,thank you,positive,1
1407,-- the best!!!,positive,1
1408,thanks for bringing my son home to me.,positive,1
1409,you got yourselves hot ladies flying the air for life,positive,1
1410,nothing but praise for you helping our lady make her flight to chs tonight!,positive,1
1411,thanks so much. can't wait to fly with you guys :),positive,1
1412,"ok, thank you.",positive,1
1413,thanks for a speedy flight time recovery.,positive,1
1414,thank you for taking care of me with a drink since my in-flight entertainment wasn't working,positive,1
1415,would you say a delay is more likely? thanks so much.,positive,1
1416,"i did not! she's a woman who's a lead, she was working at gate c26.",positive,1
1417,"if you \""follow\"" me, i will be able to dm you.  thanks.",positive,1
1418,i want to give a warm thanks to your crew at logan airport for still getting me to the dc area after cancelled flightlations this morning!,positive,1
1419,"another awesome telephone experience with  thank you, cory!",positive,1
1420,thank you!,positive,1
1421,he just went above and beyond to be helpful,positive,1
1422,your employee charles cave at the gate at msy went above and beyond to help try to help me find my glasses. thought u should know,positive,1
1423,is the best!  can't wait to use my travel bank $ for a fun trip.,positive,1
1424,just touched down in  for the annual  national distributor conference!,positive,1
1425,on the plane now!  hopefully no longer at the mercy of the playlist!  thanks!,positive,1
1426,thanks for your prompt response. i know you put safety first. unfortunately will hit freezing rain/sleet on ride home.,positive,1
1427,ok!!! that's super helpful. thank you. i'll reach out if i have any other questions.,positive,1
1428,"thanks for the instant reply, and for still doing first bag free (so important)!",positive,1
1429,exciting times ahead! 😁🎉,positive,1
1430,counting on your flight 989 to get to dc!,positive,1
1431,great flight,positive,1
1432,you can't beat jetblue in space's matter,positive,1
1433,great thank you!,positive,1
1434,good to hear. thx for being responsive.,positive,1
1435,cool thx! only a couple more  flights til i'm  wait. will be easier to change flights when weathers bad,positive,1
1436,"thanks so much for help us, u r amazing!",positive,1
1437,and we're done and heading to warmer weather!,positive,1
1438,awesome! thank you! ;),positive,1
1439,thanks for update,positive,1
1440,but of course! :-),positive,1
1441,offered me a complimentary drink for switching seats. stewardess asked for my age & i said 30. we giggled.,positive,1
1442,"thanks. still booked our trip 3/13-17 lb to slc to see grand kids.  just very frustrating. tried app, web, etc. still love u guys!",positive,1
1443,thank you! i'm excited to fly with you for the first time.,positive,1
1444,thank u 😘 “  but of course! safety is always 1st!  we'll make sure to handle her with care and love!  :)”,positive,1
1445,kudos to jetblue social media team for jumping in an helping me out during the last snow storm while web site was down..thanks!!,positive,1
1446,thanks so much for your condolences and quick response. it is very much appreciated,positive,1
1447,thank you alicia!,positive,1
1448,thanks. i chatted with a nice fella about it and he gave me the lowdown.,positive,1
1449,mission accomplished: gave   a hug,positive,1
1450,ok thank you for the quick response jetblue still the best comp,positive,1
1451,"im in a session presented by one of your beloved travelers,  see why you love him so much",positive,1
1452,oh definitely. i kind of only fly jetblue.,positive,1
1453,thanks for getting me to orlando early,positive,1
1454,got it. thanks,positive,1
1455,"even though this flight  didn't have much needed hot beverages 4 us ny-ers, the landing was super smooth 👍👍 😊",positive,1
1456,"thanks for getting me to boston early for  \""breaking barriers to a clean energy future\""",positive,1
1457,thanks!,positive,1
1458,thanks for the complimentary upgrade to first.  you are the best!,positive,1
1459,"ah no the staff was perfect this morning at jfk, more sleep for me!! :)",positive,1
1460,"wow, awesome videos guys  great work.",positive,1
1461,wow what an amazing video  great world guys,positive,1
1462,today my family gets to experience  status w/ me!,positive,1
1463,word thanks,positive,1
1464,"162, smf to jfk!",positive,1
1465,of course !!!!,positive,1
1466,thank you,positive,1
1467,thanks! i'll do it.,positive,1
1468,love jetblue's speedy twitter customer service.,positive,1
1469,thanks!,positive,1
1470,thank you so much for your effort,positive,1
1471,thanks for letting us know. hoping for no more delays!,positive,1
1472,thanks!!,positive,1
1473,thanks for the info... figured that was the case. hopefully my new hashtag will change that ;),positive,1
1474,saved the day:)  lost a costumer,positive,1
1475,yes! terra blue chips were my favorite. :),positive,1
1476,"i dm'd my confirmation code... thanks again for your help! mommy, daddy, and kids appreciate it!",positive,1
1477,"cool! \""  we are 60% there and anticipate completing installation on all our a320's this year.",positive,1
1478,love you guys sooooooo much. ridiculously appreciated! a+ service!,positive,1
1479,"you are officially my favorite, thank you for the wonderful service at jfk",positive,1
1480,airways corporation (nasdaq:jblu) reaches on new high range ... - streetwise report,positive,1
1481,thanks...,positive,1
1482,thanks!,positive,1
1483,- looking forward to it when we finally take off.,positive,1
1484,please come to indianapolis!,positive,1
1485,okay thanks. hope to be flying with you guys soon!,positive,1
1486,he loved the   snacks😉,positive,1
1487,thanks for your reply. it was flight 1572.,positive,1
1488,who is he i must send a note!!! too good for words!,positive,1
1489,- loving capt joe on our flight from bos to sfo  this should be fun!,positive,1
1490,it was fabulous! very pleased.,positive,1
1491,u the real mvp,positive,1
1492,no worries. time flew in the terminal and now we're taking off. thanks again!,positive,1
1493,"messaged you, thanks",positive,1
1494,i will. thank you!,positive,1
1495,thanks for the reminder of a few older flights i'd taken and the easy access to add points to my new jb account! awesome service.,positive,1
1496,ah ha! i misread the end date as being 2014 not 2015. thanks for clarifying :),positive,1
1497,i'll see you on board again soon!,positive,1
1498,heading to buffalo... trading the cold in boston for colder in buffalo... maybe the caribbean next time?,positive,1
1499,of course u know i would like 2 lay you down in a  as long as they're  colored!,positive,1
1500,this is so smart it makes me angry mt  we’ve partnered with  to bring you free digital access onboard!,positive,1
1501,ooh! good one! speaking of  - just know that   loving,positive,1
1502,i love this song <3 thanks,positive,1
1503,currently dancing in the terminal. love stevie!,positive,1
1504,thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),positive,1
1505,"chair  \""     everyone looks  ;) we're so proud of our phl crew!",positive,1
1506,treated me right as a  thanks for a no hassle flight to,positive,1
1507,flight booked! heading out to california with the  team for   on march 6-8! can't wait!,positive,1
1508,totally would have.... but the outside view was even more camera ready haha,positive,1
1509,sent :-) curious to see what kind of comp we get.,positive,1
1510,i can't wait to hear back from you regarding the internship opportunity! 😊,positive,1
1511,thanks for the $100 credit because of the 4hr delay. i can tell customer service means a lot to you,positive,1
1512,thank you for always have the most amazing customer service! bring on the disney princess half marathon,positive,1
1513,i definitely will. thanks!,positive,1
1514,i'm  on my  to,positive,1
1515,hi! just wanted to see if you have any new routes planned this year for newark. love flying you guys and hope to do so more!,positive,1
1516,oh that totally looks on par with  admirals club; any way you can slide us a couple passes? ;),positive,1
1517,gr8  crew on  123 to  they're,positive,1
1518,"thanks for offering this service, guys!",positive,1
1519,"what can i say, i'm  w/our",positive,1
1520,you guys rock!!,positive,1
1521,"that would be great! i never thought i'd be the sort who'd be into them, but it really makes the flying experience more bearable",positive,1
1522,thanks to the gent on the phone who fixed my bos-mco flight and the fee waiver! a320 now :)  ! i forget her name :(,positive,1
1523,"thanks! hope i don't look like a complainer, i've written of good experiences w/you in the past and am making do in terminal 5 :)",positive,1
1524,success! good work jetblue team,positive,1
1525,great flight! great view! :-),positive,1
1526,beautiful ride. thanks again:),positive,1
1527,perfect! probably need some coffee to stay awake during the night ;),positive,1
1528,then you better  -   4 our,positive,1
1529,haha no need to apologize 😁 i'll be flight booking problems sooner than late flightr. i love jetblue,positive,1
1530,can't wait! i'll be the one who can't contain herself. 😄,positive,1
1531,big thanks to ricardo olavarria at reagan airport. fixed our ticket and made sure we made it for our friend's wedding,positive,1
1532,really!? that's good to hear! thanks for the update  we may make that business meeting after all.,positive,1
1533,pdx to jfk was suuuuper hot.,positive,1
1534,"love you, bae.",positive,1
1535,you definitely will!,positive,1
1536,you don't remember our date monday night back to nyc?,positive,1
1537,ugh always know a way to my heart 😘🙌,positive,1
1538,thank you guys! brilliant customer service,positive,1
1539,"great thank you, lets hope so! could you please notify me if flight 2302 leaves jfk? thank you again",positive,1
1540,that is great. but once it gets to buffalo will it be able to leave and get to jfk? or there's issues still at buffalo airport?,positive,1
1541,was far less painful than what was coming from avis.  💙,positive,1
1542,my flight attendant angel was awesome.,positive,1
1543,thank you,positive,1
1544,thank you very very much!! 💙💙,positive,1
1545,awww thank you b6! glad to hear it!  made my day! & one last question do you have any idea what tail is operating flt 606 2maro? :),positive,1
1546,in the sky on flight 833 from bos to sfo. awesome crew! helene rocks!,positive,1
1547,i love jet blue!,positive,1
1548,we think it's a treat to have you onboard! enjoy your flight. 💙,positive,1
1549,😃cool,positive,1
1550,yes! always a treat to fly with you guys! 😊✈️,positive,1
1551,thank you. i really would have preferred jet blue. you guys have the best seats in the business.,positive,1
1552,"yes thankfully! catering just got here and now they are loading, but very frustrated. i was supposed to be there by 10-10:30",positive,1
1553,safety first !!,positive,1
1554,here in austin i saw the water bottles & snacks @ the desk for your waiting passengers! im so flight booking problems my next flight with you!,positive,1
1555,"no, they're too busy being awesome and trying to get us out asap. i'll deal.",positive,1
1556,thanks so much!! ❤️✨ very relaxing flight!,positive,1
1557,excellent. you guys are the best,positive,1
1558,"although it wasn't totally the answer i was looking for, i appreciate the prompt response.",positive,1
1559,oh yes! i hope you expand to other airports soon so i can fly you to see my family each year!!!!,positive,1
1560,thanks jb!! this is why i 💙 you!,positive,1
1561,"but thank you! love, an anxious flyer.",positive,1
1562,same exact flight too. love jetblue. really want to fly with ya'll. but that's a little pricey for basic (not mint). bos to sfo.,positive,1
1563,offers hot tea and coffee...at the gate! you guys make me wonder why i have ever flown any other airlines! ☕✈👍,positive,1
1564,"awesome, thanks!",positive,1
1565,keep going back and forth with being able to board and then not. but great agents in savannah!,positive,1
1566,that'd be nice! hoping to rack up enough miles to take a trip to seattle and enjoy a perfect latte in the city of coffee.,positive,1
1567,"vegas, san francisco, baltimore, san diego and philadelphia so far! i'm a very frequent business traveler.",positive,1
1568,you reimbursed everyone on the flight a portion of their ticket. i still love jetblue! best american airline!,positive,1
1569,jetblue never disappoints !,positive,1
1570,thanks for your help!,positive,1
1571,ahoy from a loyal  holder! when do you anticipate direct us flights to   (,positive,1
1572,"okie doke! knowing you, you will fix this ;)",positive,1
1573,". wish you would make austin, tx a hub. missing you as my “only” airline for all my biz travel since i moved from bos. :(",positive,1
1574,crisis averted! flight  from bos to fll is boarding. let's hope the new pilots aren't clarence oveur and roger murdock. :-),positive,1
1575,thanks to julian at login for getting me onto an earlier flight back to dca,positive,1
1576,not your fault  social media awesome people. i know everyone is working hard to get us in our way.,positive,1
1577,seems a few of my friends speak highly as well. now we just need to find a decent priced way to go from yvr to sea and overnight.,positive,1
1578,thanks,positive,1
1579,then en route to the airport the rebooked ticket was refunded.,positive,1
1580,we made it safe and sound. thank you for the safe travels.,positive,1
1581,"flight attendant wendi on flt 127 on 2/17, newark to orlando.  👍👍",positive,1
1582,there's just so many choices for y'all south of the border and i know not every airline is equal - lowest price != best value. ;),positive,1
1583,i love you,positive,1
1584,"be flying soon to nyc on your airline, of all airlines i've flown you're still  to me 😊😊😊✈️✈️✈️",positive,1
1585,"utah, i think. and thanks!",positive,1
1586,thank you!,positive,1
1587,never been delayed before; 533 to tpa out of bdl. better safe than sorry. 💙,positive,1
1588,great flight and crew! flight 51 from bos to mco,positive,1
1589,that's why i love jetblue!,positive,1
1590,"awesome, thanks! i'll give a call late flightr today. appreciate the help!",positive,1
1591,thanks!! her 80th bday is saturday. we're having an aviation themed surprise party for her.,positive,1
1592,"best airline name ever. whenever i see it, i want to get on their plane to blue skies & sea. (and they deliver on that promise)",positive,1
1593,is gettin fancy!   nice work on the menu,positive,1
1594,you guys are lucky i love you,positive,1
1595,thank you will do!! you guy are awesome!,positive,1
1596,"no, but we're on the flight leaving from boston to seattle right now. :) flight 597",positive,1
1597,definitely!,positive,1
1598,okay awesome! thank you!,positive,1
1599,i was so excited when i saw that you fly there!,positive,1
1600,ta off site at  should be a fun day.,positive,1
1601,just mine sadly.. but yea the fly fi is awesome,positive,1
1602,thank you!!,positive,1
1603,ready to go to disneyworld!  for the,positive,1
1604,thank you for the jetblue credit. nice save :-),positive,1
1605,loves this. have a great time flying this,positive,1
1606,"yes, with about 20 minutes to spare.  fyi - your employees are amazing.  keep up the good work!",positive,1
1607,oh yeah!!! great flight down to mexico with a wonderful crew!! thank you!!,positive,1
1608,thanks!,positive,1
1609,good morning sunshine!,positive,1
1610,where's my selfie?,positive,1
1611,airways reveals 'bluemanity' livery - travelpulse,positive,1
1612,haha thanks jetblue👌☺️,positive,1
1613,i know you have a lot of baggage... but i want you to know i really enjoyed being inside you.,positive,1
1614,thank you so much!  i wasn't sure since in know the limit is 4 ozs. excited to fly with jetblue!,positive,1
1615,hey  that's a sexy tattoo you got there on your left engine.,positive,1
1616,thanks to o stbernard for taking time to read through page to find info as supervisor felt to insist tho i showed previous comm,positive,1
1617,jua at jfk 'just ask' desk was incredibly helpful! thanks!,positive,1
1618,please just tweet this🙏🙏❤️ i fly jetblue every time btw😏,positive,1
1619,"btw, her name was samantha and she won over everyone on the flight",positive,1
1620,i will! thank you!,positive,1
1621,u cool,positive,1
1622,amazingly awesome customer service from your reservation agents tonight. helping correct a mistake. i so love this airline. :),positive,1
1623,"the 13th annual martha's vineyard african american film festival  august 10-15, 2015   our attendees deserve a great flight to mv??",positive,1
1624,love it. they're cute,positive,1
1625,the best airline in the world,positive,1
1626,i would go anywhere jetblue goes.,positive,1
1627,wow you guys answer people wow you care i love jet blue,positive,1
1628,thanks. i appreciate your prompt response.,positive,1
1629,good luck. thanks.,positive,1
1630,"it really is nice, though. the snack fridge…that you can just get up and take stuff out, like a dorm common room, is genius.",positive,1
1631,"if i tell you i like that  pick, will that get me that bump to first class? :)",positive,1
1632,i'll pass along the advice. you guys rock!!,positive,1
1633,"i can't say what airline i am on right now, but i sincerely miss you.",positive,1
1634,ok. i'll book jb to jfk then book to ath. thank you.,positive,1
1635,yes that's true but they are a bit pricey i will look into it further. love you guys.,positive,1
1636,"i flew to san francisco from fort lauderdale with you last year, had a fantastic time so would like to go back !",positive,1
1637,"my  affects just one small family of four, but it would make a huge difference in their life.",positive,1
1638,hawaii! get me somewhere warm & i can find some good to do.,positive,1
1639,". thx for confirming! again, yr team is awesome. thanks for the prompt & helpful response! cheers to less snow in everyone's future",positive,1
1640,what a great idea!,positive,1
1641,i would go to las vegas. it is gorgeous and i go there every year and i fly with you guys vegas is gorgeous & so much to do there.🌴,positive,1
1642,just dmed. thanks so much for addressing this so quickly.,positive,1
1643,done! also looks like you opened some up on my flight to vegas on sunday! 💙,positive,1
1644,aw okay thanks,positive,1
1645,best seat on a e190 to board early. ready. set. go!,positive,1
1646,i'm all set. about to fly. not bad for a first date with a giant metal bird machine. she even brought snacks.,positive,1
1647,okay. the new screens are laptop-large & real nice & the wifi is appreciated. thanks god for this tiny lil man in the middle seat.,positive,1
1648,"incidentally, sheila at jfk deserves a raise because she's awesome.",positive,1
1649,i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. you are one of the good ones. 👍,positive,1
1650,thanks. line moved quick. already done.,positive,1
1651,their names are both angel (seriously - how cool is that!). truly fantastic service!,positive,1
1652,thank you :-),positive,1
1653,thanks!,positive,1
1654,"also. emergency exit seats. 6'2\"" and that's a huge win.",positive,1
1655,"friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what i was doing.",positive,1
1656,"hey, so, dre at seatac check in needs a raise, stat. dude gave me amazing customer service and made me feel valued. 👍",positive,1
1657,the magic eight ball has never steered me wrong  :),positive,1
1658,will do. thanks!,positive,1
1659,"marks 15th year with new \""bluemanity\"" plane design - sun sentinel",positive,1
1660,you're welcome 👍👍👍,positive,1
1661,is the greatest airline ever 💕✈️💺,positive,1
1662,'s free wifi on board is the best thing that's happened since sliced bread,positive,1
1663,beatriz and susan. gate 4 mco.,positive,1
1664,. handled  question like social media pros. good practice for when our transportation systems are all run by friendly ais!,positive,1
1665,its a wonderful thing!,positive,1
1666,flight booking problems flights for a dc visit for easter weekend started difficult but ended well with you guys! big fan here. :),positive,1
1667,thank you! seattle and  here we come!,positive,1
1668,i know that bar :)  wish i was there now!,positive,1
1669,had a great flight to orlando from hartford a few weeks ago! was great to get out on time and arrive early!,positive,1
1670,you guys continue to impress. your crew @ mco gate 4helped our family with seat issues.,positive,1
1671,loving the free  and  ✈️,positive,1
1672,anything for you.,positive,1
1673,thanks,positive,1
1674,credit to you for replying.  i’ll look forward to hopefully one of those 103 on my flight home tonight :),positive,1
1675,"great flight, as always! thank you to the great crew on flight 475!",positive,1
1676,you're killing me now. :-) you got me!,positive,1
1677,. 4 min response time. i'm impressed! i'm in. it's official.  :-)   jetblue gets social.,positive,1
1678,thanks for listening. doesn't mean i don't appreciate you!,positive,1
1679,thank you for incredible customer svc from gate to flight. mint experience is magic.,positive,1
1680,thanks  next up we will see how the slog from jfk to the city goes!,positive,1
1681,and a huge thanks to the crew on flight 1348 who flew in to dca from sju monday night in the snow so we could have a plane!!!,positive,1
1682,"planning on it!  btw, excellent service and crew from dca through sju into sxm!!!!!",positive,1
1683,"why yes, yes it does!!!!  great trip down!! thanks for the lift!!!!",positive,1
1684,hotspot free wifi makes me happy.,positive,1
1685,"gorgeous day, hope the flight back tomorrow am is just as pleasant! thanks",positive,1
1686,it's okay...i'm actually a tea kinda guy anyway. thanks!,positive,1
1687,its always a pleasure ☺️,positive,1
1688,this is lovely!,positive,1
1689,finally taking off! las-fll-sju,positive,1
1690,"great trip today!  thanks to the crew flying us home, they were fantastic!",positive,1
1691,awe you guys are great can't wait to travel with you again soon!!!,positive,1
1692,yes! announced we will take off. you're on it! thank you!,positive,1
1693,"also, thanks for your prompt replies. i'm really impressed--and you're not just brushing me off. much appreciated!",positive,1
1694,it's been a while since i've angry tweeted an airline. apparently you read my mind before i could bitch. thank you for the credit.,positive,1
1695,"email was on point & so clever! thanks for being amazing,",positive,1
1696,thank you for help and quick response,positive,1
1697,"big shoutout to the crews on 2017 bos&gt;jfk & 486 jfk&gt;roc, & gate crews at c19 bos & 6 jfk. long day of delays made better by them!",positive,1
1698,first airline to use  in flight,positive,1
1699,thanks for having us hang out at tampa airport forever today!!! it's really been an awesome experience,positive,1
1700,no but my friend in the picture - phillip heller (jfk ifc) did and he said it was delicious!,positive,1
1701,awesome thanks! thanks for the quick response. you guys rock! :),positive,1
1702,app just reminded me i will be flying to  in 2 weeks.,positive,1
1703,i just wanted to say flight attendant fitz was the best tonight on flight  bwi/bos. great guy and made the flight fantastic!,positive,1
1704,is definitely my new favorite airline.,positive,1
1705,i will try that. thanks! if all else fails i will just do the old fashioned method tomorrow morning.,positive,1
1706,thank you for your excellent customer service - resolved issue quickly.,positive,1
1707,that's great! thank you.,positive,1
1708,i agree!!!  if only there was a frequent tweeter discount so i could fly to see more friends! 😀,positive,1
1709,"lost and read program - our customers get hot tea, great crewmembers, top notch info & now",positive,1
1710,and we are glad to see what is going on and fix!  please dm me your confirmation # so we can check.,positive,1
1711,will call. thank you!,positive,1
1712,still love you guys. but get me to vegas already! ☀️🌴✈️🍸🎲,positive,1
1713,gary who is serving us at fll airport counter is really true blue! makes me feel at home even when a jetblue flight is delayedl,positive,1
1714,tried again. lovely customer service. thank you!,positive,1
1715,so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider,positive,1
1716,always happy to help!,positive,1
1717,"we have just landed, thank you anyway. btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",positive,1
1718,ceo battles to appease passengers and wall street -,positive,1
1719,you take to me places  simply can't...like non-stop to st. lucia.,positive,1
1720,this makes me happy. i hope these aren't empty promises.,positive,1
1721,we don't need anybody else!,positive,1
1722,thanks!,positive,1
1723,first base already? i like your style,positive,1
1724,love traveling with jetblue. cant wait to go to paris oui oui!!! nyc was awesomeee!,positive,1
1725,thanks!,positive,1
1726,thanks for the upgrade😉!! so far so good.,positive,1
1727,thank you! i like the quick response on twitter!,positive,1
1728,this could be the beginning of a bluetiful relationship :),positive,1
1729,haha you're doing everything right! don't change a thing! slash this twitter engagement just makes you even cooler!,positive,1
1730,thank you. just sent msg.,positive,1
1731,great smooth flight too! 👏👍,positive,1
1732,i would love for you to fly my best friend home to pvd for a weekend. 😊,positive,1
1733,thank you for the service credit. and to  for positive thoughts.,positive,1
1734,great thanks,positive,1
1735,i will. i love flying with you all. great service.,positive,1
1736,"thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily",positive,1
1737,learning about your awesome twitter management today in my social media marketing class! keep up the good work!,positive,1
1738,- bluemanity brought tears to my eyes. jetblue' s commitment to giving back to the crewmembers and the community is aww inspiring!,positive,1
1739,i like the inflight snacks! i'm flying with you guys on 2/28!,positive,1
1740,"awww ^_^ r to the t, realtime appreciation from jetblue",positive,1
1741,"yes! great real-time example. thanks for being awesome,",positive,1
1742,haha. you didn’t disappoint. well done.,positive,1
1743,was just at t5 a little over a month ago.  you guys are great thanks for everything!,positive,1
1744,thank you!,positive,1
1745,huge fan of great brands and people doing great things… you guys rock happy to share the love!,positive,1
1746,"tough choices but i did all simultaneously! as a business traveler, best experience in a long time.",positive,1
1747,thanks!! great service in  already!,positive,1
1748,i did... worked well and was free aboard this flight,positive,1
1749,seems very likely.,positive,1
1750,well lucky i only fly jb..i guess i would be even more squished on any other airline 😞,positive,1
1751,"she was a phone agent, pls do! peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",positive,1
1752,omg!  wish i had a flight today!  haha there's always next time!  have fun at,positive,1
1753,thank you!! miss you all so so much!! is this the link to the blog? or has that changed?,positive,1
1754,thank you!,positive,1
1755,to offer service from daytona beach to new york - albany business review,positive,1
1756,no worries. delay was minor and dealt with nicely. it was captain of flight 2324 by the way.,positive,1
1757,thanks! her flight leaves at 2 but she's arriving to the airport early. wedding is in vt in sept. grateful you fly to btv!! :),positive,1
1758,we were moved to a delta direct. thank you for the accommodations!,positive,1
1759,well i did miss it. but gate agents had rebooked boarding pass waiting when i landed. time for lunch & a beverage. easy cheesy,positive,1
1760,thank you! i will be calling you!,positive,1
1761,"getting sorted, thanks",positive,1
1762,thank you!!,positive,1
1763,great job today from your team with a challenging weather delay on flight 1925 out of charlotte.,positive,1
1764,thank you very much.,positive,1
1765,thanks !!!,positive,1
1766,i made it- thx.,positive,1
1767,i'm glad  retweeted otherwise you would have to ignore the numerous tweets i sent. you all are fucking amazing,positive,1
1768,haha no worries you guys are the best!  +1 for spelling my name correctly,positive,1
1769,see you on board tomorrow,positive,1
1770,"waiting on my flight right now, thanks!!",positive,1
1771,we're back at a gate. opposite of wheels up. im sure we'll get thete eventually. so thanks.,positive,1
1772,knows customer service!! thank you for starting our 2 week vacay on an amazing note! thank you sarita!!!,positive,1
1773,excited that i'll be flying from syracuse to interview in dallas on friday for the fa position- this is a goal & dream of mine!,positive,1
1774,"great crew for flight 504 phx to yvr tonight! friendly, efficient. awesome job.",positive,1
1775,thank you for your empathy there is more to this story than just the luggage but thank you for reaching out,positive,1
1776,thanks very much! i got thru on the phone & everything is fine. just love the website & app ! thanks for working on it!,positive,1
1777,"by the grace of god, i made it! “  we don't have those powers in here. we hope you can make that flight.”",positive,1
1778,"no worries, your flight attendant took care of it.",positive,1
1779,can you bring guinea pigs in small pet carrier onboard your flights?,positive,1
1780,good work by flight 1798 crew.   recognition even in coach.  too many  late flightly.  what's up with this?,positive,1
1781,thanks! sent you dm re: baggage issues.,positive,1
1782,customer service at its best! rachel s.  took great care of us at the phx airport.,positive,1
1783,great management of  twitter account. thank you.,positive,1
1784,it has been found thank you,positive,1
1785,thank you for resolving the issue. on direct flight to sfo from,positive,1
1786,ok thanks,positive,1
1787,i'll check it out when i get to the airport. thanks.,positive,1
1788,"thanks for the reply. on a good note, the pilot nailed the landing. seriously. kudos.",positive,1
1789,4 great flights with no delays! thank you!,positive,1
1790,look out for flying rocks this time! it's a bird it's a plane! nah never mind it's just a rock...,positive,1
1791,owes tammy from the winston-salem call center for keeping me as a customer!,positive,1
1792,i made it! thanks for the help!,positive,1
1793,- huge props to parizad at checkin in sacramento for her help on friday to get 3 of us home when other airlines were delayed,positive,1
1794,shout out to diane at eyw for helping get us home today instead of tomorrow (even if a little late flight!),positive,1
1795,made it! just! huge relief - thanks for your help!,positive,1
1796,"- thanks, i hope so. maybe you can put in a good word for me? ;-)",positive,1
1797,wow unbelievable how you treat your customers at puerto rico airport! 👍,positive,1
1798,they were breathing very heavily. but were super helpful. thank you.,positive,1
1799,"okay, great. thank you!",positive,1
1800,it was customer service like i have never seen before!  kudos to your organization.,positive,1
1801,we called and were able to get rescheduled. thank you for the quick responses today!!,positive,1
1802,over the phone. i called the 6170 number and she picked up almost immediately.,positive,1
1803,603 & 2705 dfw to psp thank you!,positive,1
1804,1899. thanks,positive,1
1805,fyi your customer service rep carol is an absolute delight. so pleasant to with with and rebooked me in lightning speed! thanks!,positive,1
1806,dominick l. at la guardia airport nyc gives the absolute best customer service! thanku! checking in made easy!,positive,1
1807,thanks for the information!,positive,1
1808,couldn't be more thankful to your  and  crews on the ground and in the air today for help with a sick kid and a lost bag!,positive,1
1809,thank you.,positive,1
1810,your clt baggage crew deserves a  i had to run to make my connection. and my bags still made it!,positive,1
1811,thanks!,positive,1
1812,is alright with me. please give scott f at bdl a bonus for excellent customer service,positive,1
1813,“  o” thank you for that elaborate response,positive,1
1814,you are the best!!! you are amazing!!! follow me please;)🙏🙏🙏,positive,1
1815,on a happy note our 719 crew is wonderful. can't say enough great things about our pilot. he's doing all he can for us.,positive,1
1816,"he's fine, he really likes picking his own seat....",positive,1
1817,thank you. i'll do that next time!,positive,1
1818,looks like our bag has been rescued. thanks!,positive,1
